datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,count,registered
06/01/2011 11:00,Spring,No,Not a weekend,Clear,9.02,12.88,44,6.0032,2,59,57
06/01/2011 12:00,Spring,No,Not a weekend,Clear,10.66,14.395,35,0,6,84,78
06/01/2011 13:00,Spring,No,Not a weekend,Clear,10.66,13.635,35,7.0015,12,67,55
06/01/2011 14:00,Spring,No,Not a weekend,Clear,11.48,13.635,36,11.0014,11,70,59
06/01/2011 15:00,Spring,No,Not a weekend,Clear,11.48,13.635,36,0,8,62,54
06/01/2011 16:00,Spring,No,Not a weekend,Clear,10.66,12.88,38,11.0014,12,86,74
06/01/2011 17:00,Spring,No,Not a weekend,Clear,9.02,11.365,51,11.0014,9,172,163
06/01/2011 18:00,Spring,No,Not a weekend,Clear,9.02,11.365,51,8.9981,5,163,158
06/01/2011 19:00,Spring,No,Not a weekend,Clear,9.02,12.88,55,6.0032,3,112,109
06/01/2011 20:00,Spring,No,Not a weekend,Clear,8.2,10.605,51,11.0014,3,69,66
06/01/2011 21:00,Spring,No,Not a weekend,Cloudy,9.02,10.605,55,15.0013,0,48,48
06/01/2011 22:00,Spring,No,Not a weekend,Cloudy,9.02,10.605,51,19.0012,1,52,51
06/01/2011 23:00,Spring,No,Not a weekend,Cloudy,8.2,9.85,59,12.998,4,23,19
07/01/2011 00:00,Spring,No,Not a weekend,Cloudy,8.2,9.85,64,12.998,4,17,13
07/01/2011 01:00,Spring,No,Not a weekend,Cloudy,8.2,9.85,69,15.0013,2,7,5
07/01/2011 02:00,Spring,No,Not a weekend,Cloudy,8.2,9.85,69,15.0013,0,1,1
07/01/2011 04:00,Spring,No,Not a weekend,Cloudy,8.2,10.605,69,8.9981,0,1,1
07/01/2011 05:00,Spring,No,Not a weekend,Light Rain,9.02,13.635,55,0,0,5,5
07/01/2011 06:00,Spring,No,Not a weekend,Cloudy,8.2,12.88,69,0,8,34,26
07/01/2011 07:00,Spring,No,Not a weekend,Clear,8.2,10.605,69,8.9981,8,84,76
07/01/2011 08:00,Spring,No,Not a weekend,Clear,8.2,9.85,51,16.9979,20,210,190
07/01/2011 09:00,Spring,No,Not a weekend,Clear,8.2,9.09,47,19.9995,9,134,125
07/01/2011 10:00,Spring,No,Not a weekend,Clear,9.02,9.85,37,22.0028,16,63,47
07/01/2011 11:00,Spring,No,Not a weekend,Cloudy,8.2,9.85,40,15.0013,19,67,48
07/01/2011 12:00,Spring,No,Not a weekend,Cloudy,8.2,9.85,37,16.9979,9,59,50
07/01/2011 13:00,Spring,No,Not a weekend,Cloudy,8.2,9.09,37,19.0012,9,73,64
07/01/2011 14:00,Spring,No,Not a weekend,Cloudy,8.2,9.85,40,16.9979,7,50,43
07/01/2011 15:00,Spring,No,Not a weekend,Cloudy,8.2,10.605,37,11.0014,9,72,63
07/01/2011 16:00,Spring,No,Not a weekend,Cloudy,8.2,10.605,37,11.0014,5,87,82
07/01/2011 17:00,Spring,No,Not a weekend,Cloudy,8.2,12.88,37,0,9,187,178
07/01/2011 18:00,Spring,No,Not a weekend,Clear,8.2,11.365,40,6.0032,7,123,116
07/01/2011 19:00,Spring,No,Not a weekend,Clear,6.56,9.85,55,6.0032,3,95,92
07/01/2011 20:00,Spring,No,Not a weekend,Clear,7.38,10.605,47,7.0015,1,51,50
07/01/2011 21:00,Spring,No,Not a weekend,Clear,7.38,9.85,47,8.9981,0,39,39
07/01/2011 22:00,Spring,No,Not a weekend,Cloudy,7.38,9.85,43,11.0014,2,36,34
07/01/2011 23:00,Spring,No,Not a weekend,Cloudy,7.38,9.85,51,11.0014,1,15,14
08/01/2011 00:00,Spring,No,Holiday,Cloudy,7.38,9.85,51,11.0014,1,25,24
08/01/2011 01:00,Spring,No,Holiday,Cloudy,7.38,10.605,55,6.0032,1,16,15
08/01/2011 02:00,Spring,No,Holiday,Cloudy,7.38,12.12,55,0,3,16,13
08/01/2011 03:00,Spring,No,Holiday,Light Rain,7.38,9.85,55,11.0014,0,7,7
08/01/2011 04:00,Spring,No,Holiday,Light Rain,7.38,9.85,55,11.0014,0,1,1
08/01/2011 05:00,Spring,No,Holiday,Cloudy,6.56,8.335,74,11.0014,0,5,5
08/01/2011 06:00,Spring,No,Holiday,Cloudy,6.56,8.335,74,11.0014,0,2,2
08/01/2011 07:00,Spring,No,Holiday,Cloudy,6.56,9.09,74,7.0015,1,9,8
08/01/2011 08:00,Spring,No,Holiday,Light Rain,6.56,9.09,93,7.0015,0,15,15
08/01/2011 09:00,Spring,No,Holiday,Light Rain,6.56,9.09,93,7.0015,0,20,20
08/01/2011 10:00,Spring,No,Holiday,Cloudy,7.38,9.85,80,11.0014,5,61,56
08/01/2011 11:00,Spring,No,Holiday,Cloudy,8.2,9.09,69,26.0027,2,62,60
08/01/2011 12:00,Spring,No,Holiday,Cloudy,8.2,9.09,59,23.9994,8,98,90
08/01/2011 13:00,Spring,No,Holiday,Clear,8.2,9.09,44,22.0028,7,102,95
08/01/2011 14:00,Spring,No,Holiday,Clear,8.2,8.335,32,32.9975,12,95,83
08/01/2011 15:00,Spring,No,Holiday,Clear,8.2,8.335,32,30.0026,5,74,69
08/01/2011 16:00,Spring,No,Holiday,Clear,7.38,6.82,29,30.0026,8,76,68
08/01/2011 17:00,Spring,No,Holiday,Clear,6.56,6.06,37,36.9974,5,69,64
08/01/2011 18:00,Spring,No,Holiday,Clear,5.74,6.06,39,19.9995,3,55,52
08/01/2011 19:00,Spring,No,Holiday,Clear,5.74,6.06,36,16.9979,4,30,26
08/01/2011 20:00,Spring,No,Holiday,Clear,4.92,6.06,36,16.9979,0,28,28
08/01/2011 21:00,Spring,No,Holiday,Clear,4.92,5.305,39,23.9994,2,37,35
08/01/2011 22:00,Spring,No,Holiday,Clear,4.92,5.305,36,26.0027,1,34,33
08/01/2011 23:00,Spring,No,Holiday,Clear,4.1,3.03,39,30.0026,0,22,22
09/01/2011 00:00,Spring,No,Holiday,Clear,4.1,3.79,42,26.0027,1,25,24
09/01/2011 01:00,Spring,No,Holiday,Clear,4.1,3.03,42,31.0009,0,12,12
09/01/2011 02:00,Spring,No,Holiday,Clear,4.1,3.03,46,31.0009,0,11,11
09/01/2011 03:00,Spring,No,Holiday,Clear,4.1,3.79,46,27.9993,0,4,4
09/01/2011 04:00,Spring,No,Holiday,Clear,3.28,4.545,53,12.998,0,1,1
09/01/2011 05:00,Spring,No,Holiday,Clear,3.28,4.545,53,12.998,0,1,1
09/01/2011 06:00,Spring,No,Holiday,Clear,4.1,4.545,49,19.0012,0,1,1
09/01/2011 07:00,Spring,No,Holiday,Clear,3.28,4.545,53,12.998,1,6,5
09/01/2011 08:00,Spring,No,Holiday,Clear,4.1,4.545,49,19.0012,0,10,10
09/01/2011 09:00,Spring,No,Holiday,Clear,4.92,3.79,46,35.0008,0,19,19
09/01/2011 10:00,Spring,No,Holiday,Clear,5.74,5.305,43,26.0027,0,49,49
09/01/2011 11:00,Spring,No,Holiday,Clear,6.56,6.06,40,35.0008,2,49,47
09/01/2011 12:00,Spring,No,Holiday,Clear,7.38,6.82,37,30.0026,4,83,79
09/01/2011 13:00,Spring,No,Holiday,Clear,8.2,8.335,34,30.0026,6,75,69
09/01/2011 14:00,Spring,No,Holiday,Clear,9.02,9.09,32,31.0009,8,72,64
09/01/2011 15:00,Spring,No,Holiday,Clear,9.02,9.85,35,23.9994,5,82,77
09/01/2011 16:00,Spring,No,Holiday,Clear,8.2,8.335,34,30.0026,13,92,79
09/01/2011 17:00,Spring,No,Holiday,Clear,7.38,7.575,37,26.0027,3,62,59
09/01/2011 18:00,Spring,No,Holiday,Clear,6.56,6.82,40,22.0028,4,48,44
09/01/2011 19:00,Spring,No,Holiday,Clear,6.56,6.82,43,22.0028,1,41,40
09/01/2011 20:00,Spring,No,Holiday,Clear,5.74,6.06,46,16.9979,0,38,38
09/01/2011 21:00,Spring,No,Holiday,Clear,5.74,5.305,46,27.9993,1,20,19
09/01/2011 22:00,Spring,No,Holiday,Clear,5.74,6.06,46,19.9995,5,15,10
09/01/2011 23:00,Spring,No,Holiday,Clear,4.92,6.82,50,12.998,0,6,6
10/01/2011 00:00,Spring,No,Not a weekend,Clear,4.92,6.06,50,19.0012,2,5,3
10/01/2011 01:00,Spring,No,Not a weekend,Clear,4.92,6.06,50,19.0012,1,1,0
10/01/2011 02:00,Spring,No,Not a weekend,Clear,4.92,6.06,50,15.0013,0,3,3
10/01/2011 03:00,Spring,No,Not a weekend,Clear,4.92,6.06,50,15.0013,0,1,1
10/01/2011 04:00,Spring,No,Not a weekend,Clear,4.1,6.06,54,8.9981,1,3,2
10/01/2011 05:00,Spring,No,Not a weekend,Clear,4.1,5.305,54,16.9979,0,3,3
10/01/2011 06:00,Spring,No,Not a weekend,Clear,4.92,6.06,50,19.0012,0,31,31
10/01/2011 07:00,Spring,No,Not a weekend,Clear,4.92,6.06,50,15.0013,2,77,75
10/01/2011 08:00,Spring,No,Not a weekend,Cloudy,4.92,6.06,50,19.0012,4,188,184
10/01/2011 09:00,Spring,No,Not a weekend,Cloudy,5.74,6.06,50,16.9979,2,94,92
10/01/2011 10:00,Spring,No,Not a weekend,Cloudy,5.74,6.06,50,19.9995,0,31,31
10/01/2011 11:00,Spring,No,Not a weekend,Cloudy,6.56,6.82,47,19.0012,2,30,28
10/01/2011 12:00,Spring,No,Not a weekend,Cloudy,8.2,9.09,40,19.0012,5,52,47
10/01/2011 13:00,Spring,No,Not a weekend,Cloudy,8.2,9.09,40,19.0012,4,54,50
10/01/2011 14:00,Spring,No,Not a weekend,Cloudy,8.2,9.85,40,15.0013,0,47,47
10/01/2011 15:00,Spring,No,Not a weekend,Cloudy,8.2,9.85,40,15.0013,2,45,43
10/01/2011 16:00,Spring,No,Not a weekend,Clear,8.2,10.605,40,8.9981,4,74,70
10/01/2011 17:00,Spring,No,Not a weekend,Clear,8.2,11.365,40,7.0015,4,178,174
10/01/2011 18:00,Spring,No,Not a weekend,Clear,8.2,9.85,40,15.0013,1,155,154
10/01/2011 19:00,Spring,No,Not a weekend,Clear,6.56,8.335,47,11.0014,3,95,92
10/01/2011 20:00,Spring,No,Not a weekend,Clear,6.56,8.335,50,11.0014,1,74,73
10/01/2011 21:00,Spring,No,Not a weekend,Clear,5.74,6.82,59,12.998,1,38,37
10/01/2011 22:00,Spring,No,Not a weekend,Clear,5.74,7.575,59,11.0014,2,24,22
10/01/2011 23:00,Spring,No,Not a weekend,Clear,5.74,7.575,59,11.0014,0,18,18
11/01/2011 00:00,Spring,No,Not a weekend,Clear,5.74,8.335,59,7.0015,2,12,10
11/01/2011 01:00,Spring,No,Not a weekend,Clear,5.74,7.575,59,11.0014,0,3,3
11/01/2011 02:00,Spring,No,Not a weekend,Cloudy,6.56,7.575,55,12.998,0,3,3
11/01/2011 05:00,Spring,No,Not a weekend,Cloudy,6.56,9.09,55,8.9981,0,6,6
11/01/2011 06:00,Spring,No,Not a weekend,Cloudy,6.56,9.09,55,8.9981,0,27,27
11/01/2011 07:00,Spring,No,Not a weekend,Cloudy,6.56,11.365,55,0,2,99,97
11/01/2011 08:00,Spring,No,Not a weekend,Cloudy,7.38,10.605,51,6.0032,3,217,214
11/01/2011 09:00,Spring,No,Not a weekend,Cloudy,7.38,9.85,51,11.0014,3,130,127
11/01/2011 10:00,Spring,No,Not a weekend,Cloudy,8.2,10.605,51,11.0014,3,54,51
11/01/2011 11:00,Spring,No,Not a weekend,Cloudy,8.2,10.605,47,8.9981,4,35,31
11/01/2011 12:00,Spring,No,Not a weekend,Cloudy,8.2,11.365,51,7.0015,2,57,55
11/01/2011 13:00,Spring,No,Not a weekend,Cloudy,8.2,11.365,59,6.0032,6,52,46
11/01/2011 14:00,Spring,No,Not a weekend,Cloudy,8.2,11.365,59,6.0032,3,63,60
11/01/2011 15:00,Spring,No,Not a weekend,Cloudy,6.56,9.85,80,6.0032,2,47,45
11/01/2011 16:00,Spring,No,Not a weekend,Cloudy,6.56,7.575,86,15.0013,4,76,72
11/01/2011 17:00,Spring,No,Not a weekend,Cloudy,6.56,7.575,86,15.0013,6,136,130
11/01/2011 18:00,Spring,No,Not a weekend,Light Rain,6.56,9.09,93,7.0015,1,95,94
11/01/2011 19:00,Spring,No,Not a weekend,Light Rain,6.56,11.365,93,0,0,51,51
11/01/2011 20:00,Spring,No,Not a weekend,Light Rain,6.56,7.575,93,12.998,0,32,32
11/01/2011 21:00,Spring,No,Not a weekend,Light Rain,6.56,9.85,86,6.0032,0,20,20
11/01/2011 22:00,Spring,No,Not a weekend,Light Rain,6.56,9.09,93,7.0015,1,29,28
11/01/2011 23:00,Spring,No,Not a weekend,Light Rain,6.56,9.85,93,6.0032,1,19,18
12/01/2011 00:00,Spring,No,Not a weekend,Cloudy,6.56,9.85,86,6.0032,0,7,7
12/01/2011 01:00,Spring,No,Not a weekend,Cloudy,6.56,9.09,86,7.0015,0,6,6
12/01/2011 02:00,Spring,No,Not a weekend,Clear,5.74,7.575,86,8.9981,0,1,1
12/01/2011 05:00,Spring,No,Not a weekend,Clear,5.74,7.575,86,11.0014,0,5,5
12/01/2011 06:00,Spring,No,Not a weekend,Clear,4.92,7.575,93,8.9981,0,16,16
12/01/2011 07:00,Spring,No,Not a weekend,Clear,5.74,7.575,69,8.9981,0,54,54
12/01/2011 08:00,Spring,No,Not a weekend,Clear,6.56,8.335,59,11.0014,3,128,125
12/01/2011 09:00,Spring,No,Not a weekend,Clear,6.56,6.82,59,22.0028,3,81,78
12/01/2011 10:00,Spring,No,Not a weekend,Clear,7.38,9.09,55,15.0013,0,39,39
12/01/2011 11:00,Spring,No,Not a weekend,Clear,8.2,9.09,51,26.0027,3,35,32
12/01/2011 12:00,Spring,No,Not a weekend,Clear,8.2,7.575,47,39.0007,3,55,52
12/01/2011 13:00,Spring,No,Not a weekend,Clear,9.02,9.85,44,23.9994,0,49,49
12/01/2011 14:00,Spring,No,Not a weekend,Clear,8.2,9.09,47,22.0028,0,44,44
12/01/2011 15:00,Spring,No,Not a weekend,Clear,8.2,8.335,47,27.9993,1,49,48
12/01/2011 16:00,Spring,No,Not a weekend,Clear,9.02,9.85,44,22.0028,5,68,63
12/01/2011 17:00,Spring,No,Not a weekend,Clear,8.2,9.09,47,23.9994,0,139,139
12/01/2011 18:00,Spring,No,Not a weekend,Clear,8.2,7.575,47,35.0008,2,137,135
12/01/2011 19:00,Spring,No,Not a weekend,Clear,7.38,7.575,47,27.9993,1,83,82
12/01/2011 20:00,Spring,No,Not a weekend,Clear,6.56,6.82,50,22.0028,2,56,54
12/01/2011 21:00,Spring,No,Not a weekend,Clear,6.56,6.82,55,22.0028,0,57,57
12/01/2011 22:00,Spring,No,Not a weekend,Clear,6.56,6.06,55,30.0026,1,33,32
12/01/2011 23:00,Spring,No,Not a weekend,Clear,5.74,5.305,59,27.9993,1,20,19
13/01/2011 00:00,Spring,No,Not a weekend,Clear,5.74,6.06,59,19.0012,1,7,6
13/01/2011 01:00,Spring,No,Not a weekend,Clear,5.74,6.06,50,19.0012,0,2,2
13/01/2011 02:00,Spring,No,Not a weekend,Clear,5.74,6.06,50,23.9994,0,2,2
13/01/2011 03:00,Spring,No,Not a weekend,Clear,5.74,6.06,50,22.0028,0,3,3
13/01/2011 04:00,Spring,No,Not a weekend,Clear,5.74,6.06,50,16.9979,0,4,4
13/01/2011 05:00,Spring,No,Not a weekend,Clear,5.74,6.06,50,19.9995,0,3,3
13/01/2011 06:00,Spring,No,Not a weekend,Clear,4.92,7.575,54,8.9981,0,28,28
13/01/2011 07:00,Spring,No,Not a weekend,Clear,4.92,7.575,54,8.9981,0,72,72
13/01/2011 08:00,Spring,No,Not a weekend,Clear,5.74,6.82,50,12.998,5,202,197
